"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate"
"le souk","5","0.0128","5.6","2.5768","0.0","0.2","3","0.0036","unstable","97.4","3","1.0","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""dar el jeld"": 0.8, ""la mer"": 0.2, ""le zitouna"": 0.2, ""la terrasse"": 0.2, ""dar el jem"": 0.2, ""la maison arabe"": 0.2, ""la kasbah"": 0.4, ""le café de la médina"": 0.2, ""dar slah"": 0.2, ""le pacha"": 0.2, ""le grand vefour"": 0.2, ""dar zarrouk"": 0.2, ""la maison blanche"": 0.2, ""chez ali"": 0.2, ""la maison de la couscous"": 0.2, ""le bosphore"": 0.2, ""el mouradi"": 0.2, ""le calypso"": 0.2, ""café des nattes"": 0.2, ""dar baaziz"": 0.2, ""la villa"": 0.2, ""le pirate"": 0.2}"
"la grotte","5","0.0128","3.6","2.5768","0.4","0.4","3","0.0036","unstable","69.6","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0656}","{""le bistrot"": 0.2, ""la kasbah"": 0.2, ""la maison de la médina"": 0.2, ""le relais"": 0.2, ""dar el jeld"": 0.8, ""la maison blanche"": 0.4, ""la terrasse"": 0.2, ""le pirate"": 0.2, ""la casa"": 0.2, ""le corsaire"": 0.2, ""el farouk"": 0.2, ""le golfe"": 0.2, ""le petit châtelet"": 0.2, ""la médina"": 0.2, ""le jardin de la médina"": 0.2, ""le bistrot du port"": 0.2, ""le ksar"": 0.2, ""la maison de la mer"": 0.4, ""le restaurant de la plage"": 0.2, ""al bahja"": 0.2}"
"le trianon","4","0.0102","2.75","1.9203","0.25","0.75","3","0.0035","unstable","1016.2","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""restaurant el mouradi"": 0.25, ""café de paris"": 0.25, ""dar el jeld"": 0.5, ""le jardin des sens"": 0.5, ""la maison des epices"": 0.25, ""café des sports"": 0.25, ""la table de sousse"": 0.25, ""le ciel"": 0.25, ""le phare"": 0.25, ""la table du marché"": 0.25, ""le jardin"": 0.25, ""la rotonde"": 0.25, ""le café de france"": 0.25}"
"la ghriba","4","0.0102","2.3333","1.8856","0.5","0.5","3","0.0035","unstable","88.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le café des nattes"": 0.25, ""la kasbah"": 0.5, ""le relais de la medina"": 0.25, ""le jardin de la kasbah"": 0.25, ""café des nattes"": 0.25, ""la belle époque"": 0.25, ""dar el jeld"": 0.25, ""la zalabia"": 0.25, ""le bistrot de la mer"": 0.25, ""el hana"": 0.25, ""le jardin de djerba"": 0.25}"
"le café de la gare","2","0.0051","5.5","0.5","0.0","0.0","2","0.0034","unstable","158.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bosphore"": 0.5, ""dar el jem"": 0.5, ""le corsaire"": 0.5, ""le petit château"": 0.5, ""le restaurant de la médina"": 0.5, ""le pirate"": 0.5, ""la maison de la harissa"": 0.5, ""le restaurant el ali"": 0.5, ""le grand café du théâtre"": 0.5, ""le café des nattes"": 0.5}"
"le bled","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","467.0","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez hedi"": 0.5, ""le jardin"": 0.5, ""le ksar"": 0.5, ""la medina"": 0.5, ""la kasbah"": 0.5, ""le cap"": 0.5, ""la terrasse"": 0.5}"
"le café de la paix","2","0.0051","4.5","0.5","0.0","0.0","2","0.0034","unstable","104.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des nattes"": 0.5}"
"le corail","3","0.0077","2.6667","1.2472","0.3333","0.6667","2","0.0034","unstable","430.3","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el mansour"": 0.3333, ""la medina"": 0.6667, ""la kasbah"": 0.3333, ""le poisson d'or"": 0.3333, ""el hana"": 0.3333, ""la maison blanche"": 0.3333, ""la terrasse"": 0.3333, ""le pirate"": 0.3333, ""le jardin de la mer"": 0.3333, ""la perle"": 0.3333}"
"le clos des sables","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","968.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin des sens"": 0.5, ""le bistrot de la mer"": 0.5, ""dar el jeld"": 0.5, ""le café de paris"": 0.5, ""al fassia"": 0.5, ""la terrasse"": 0.5, ""le jardin"": 0.5, ""chez ali"": 0.5}"
"le clos de sousse","2","0.0051","4.5","0.5","0.0","0.0","2","0.0034","unstable","920.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""café de paris"": 0.5, ""la marine"": 0.5, ""dar el khemis"": 0.5, ""dar el jeld"": 0.5, ""green garden"": 0.5, ""le jardin de carthage"": 0.5, ""dar kalthoum"": 0.5, ""le jardin de l'atlas"": 0.5, ""le jardin des oliviers"": 0.5, ""la maison de la photographie"": 0.5, ""le soummam"": 0.5, ""la perle"": 0.5}"
"la maison d'orient","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","115.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""la mer"": 0.5}"
"dar zaytouna","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","236.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la tonnelle"": 0.5, ""el mouradi"": 1.0, ""la maison des saveurs"": 0.5}"
"chez lamine","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","795.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin"": 0.5, ""café des épices"": 0.5, ""la terrasse"": 0.5, ""café de paris"": 0.5, ""dar djerbi"": 0.5, ""la tonnelle"": 0.5, ""le jardin de la medina"": 0.5}"
"la mammounia","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","44.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de paris"": 0.5, ""la maison de la medina"": 0.5, ""dar el jeld"": 0.5, ""dar belhadj"": 0.5, ""la villa didon"": 0.5, ""le grand café de tunis"": 0.5, ""al fassia"": 0.5, ""le bistro du coin"": 0.5}"
"la gourmandine","3","0.0077","2.3333","1.2472","0.3333","0.6667","3","0.0034","unstable","907.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""café des arts"": 0.3333, ""le jardin"": 1.0, ""souk el attarine"": 0.3333, ""le jardin de la mer"": 0.3333, ""la maison du pain"": 0.3333, ""le ciel"": 0.3333, ""la perle"": 0.3333, ""le clos"": 0.3333, ""la terrasse"": 0.3333}"
"dar jellouli","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","679.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""dar el-andalous"": 0.5, ""el bahri"": 0.5, ""dar el jeld"": 0.5, ""la maison de l'artisan"": 0.5, ""café de france"": 0.5}"
"dar jdid","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","294.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""sidi mahrez"": 0.5, ""el mouradi"": 0.5, ""chez mokhtar"": 0.5, ""le jardin de carthage"": 0.5, ""la terrasse"": 0.5}"
"dar ezzahra","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","894.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison des épices"": 0.5, ""dar essouk"": 0.5, ""la tonnelle"": 0.5, ""le jardin de la medina"": 0.5}"
"le restaurant le pirate","2","0.0051","5.5","0.5","0.0","0.0","2","0.0034","unstable","67.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le restaurant de la plage"": 0.5, ""le restaurant de la médina"": 0.5, ""le grand vefour"": 0.5, ""le café des nattes"": 1.0, ""le grand café de la gare"": 0.5, ""dar el jeld"": 0.5, ""le restaurant el ali"": 0.5}"
"dar essaffar","3","0.0077","2.6667","1.2472","0.3333","0.6667","2","0.0034","unstable","428.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0423, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin"": 0.3333, ""café de paris"": 0.3333, ""chez ali"": 0.3333, ""brik el khadra"": 0.3333, ""café de france"": 0.3333, ""la maison du brik"": 0.3333, ""le jardin de la medina"": 0.3333}"
"la zalagh","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","66.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""dar el jeld"": 1.0, ""café mabrouk"": 0.5, ""la kasbah"": 0.5}"
"la plage","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","133.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""le belvédère"": 0.5, ""la villa bleue"": 0.5, ""le jardin"": 0.5, ""le jardin de la mer"": 0.5}"
"le restaurant du port","3","0.0077","4.6667","1.2472","0.0","0.3333","2","0.0034","unstable","86.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0448, ""avis_touristes"": 0.0}","{""la casa"": 0.3333, ""le patio"": 0.3333, ""le comptoir"": 0.3333, ""la terrasse"": 0.6667, ""le restaurant de la medina"": 0.6667, ""la villa bleue"": 0.3333, ""le restaurant de la kasbah"": 0.3333, ""le grand vefour"": 0.3333, ""la maison blanche"": 0.3333}"
"al fassia","2","0.0051","4.5","0.5","0.0","0.0","1","0.0034","unstable","347.5","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin des sens"": 0.5, ""le bistrot de la mer"": 0.5, ""dar el jeld"": 0.5, ""le café de paris"": 0.5, ""le clos des sables"": 0.5, ""la terrasse"": 0.5, ""la villa didon"": 0.5, ""la mammounia"": 0.5, ""le grand café de tunis"": 0.5, ""le bistro du coin"": 0.5}"
"dar el annabi","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","59.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le zitouna"": 0.5, ""dar el jeld"": 0.5, ""la kasbah"": 1.0, ""le dar el hana"": 0.5, ""le pacha"": 0.5}"
"café mabrouk","2","0.0051","4.5","0.5","0.0","0.0","2","0.0034","unstable","87.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""dar el jeld"": 1.0, ""la kasbah"": 1.0, ""la zalagh"": 0.5}"
"dar belhadj","2","0.0051","5.5","0.5","0.0","0.0","2","0.0034","unstable","43.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de paris"": 0.5, ""la maison de la medina"": 0.5, ""dar el jeld"": 1.0, ""la mammounia"": 0.5, ""la maison de la médina"": 0.5, ""le restaurant el ali"": 0.5, ""le grand vefour"": 0.5, ""le café des nattes"": 0.5}"
"la terrasse du port","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","598.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""dar essalam"": 0.5, ""café des arts"": 0.5, ""le café des nuits"": 0.5, ""la maison des saveurs"": 0.5, ""dar el jeld"": 0.5, ""le jardin de carthage"": 0.5, ""le jardin"": 0.5, ""la maison de la medina"": 0.5, ""café des nattes"": 0.5}"
"dar el medina","2","0.0051","5.5","0.5","0.0","0.0","2","0.0034","unstable","55.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le petit château"": 0.5, ""le restaurant de la medina"": 0.5, ""le grand restaurant"": 0.5, ""dar el jem"": 0.5, ""la maison arabe"": 0.5, ""le relais"": 0.5, ""le café des nattes"": 0.5}"
"la maison de la méditerranée","4","0.0102","5.25","2.0463","0.0","0.25","2","0.0033","unstable","77.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le grand café de la marsa"": 0.25, ""le bistrot de la marsa"": 0.25, ""le restaurant de la plage"": 0.25, ""la villa bleue"": 0.75, ""le bistro du coin"": 0.25, ""le café des nattes"": 0.25, ""café des nattes"": 0.5, ""dar el fell"": 0.5, ""dar zarrouk"": 0.5, ""café sidi chabaane"": 0.5, ""le pirate"": 0.5, ""le grand bleu"": 0.5, ""le calypso"": 0.25}"
"la table du marché","5","0.0128","4.8","2.8566","0.2","0.4","3","0.0033","unstable","573.4","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""le jardin des sens"": 0.4, ""le bistrot de la mer"": 0.2, ""dar el jeld"": 0.4, ""la maison de la mer"": 0.2, ""chez sami"": 0.2, ""la perle"": 0.2, ""café des arts"": 0.2, ""le souk des épices"": 0.2, ""le jardin"": 0.4, ""la maison"": 0.2, ""le ciel"": 0.2, ""café de paris"": 0.2, ""le trianon"": 0.2, ""la rotonde"": 0.2, ""le café de france"": 0.2, ""chez mokhtar"": 0.2, ""le jardin de la medina"": 0.2, ""sidi mahrez"": 0.2}"
"al bahja","3","0.0077","4.0","1.4142","0.0","0.3333","2","0.0032","unstable","285.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la kasbah"": 0.3333, ""la medina"": 0.3333, ""chez sami"": 0.3333, ""le jardin de sousse"": 0.3333, ""la maison de la mer"": 0.3333, ""la grotte"": 0.3333, ""dar el jeld"": 0.3333}"
"café des épices","4","0.0102","5.0","2.1602","0.0","0.25","4","0.0032","unstable","760.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin"": 0.75, ""chez sami"": 0.25, ""chez ali"": 0.25, ""le jardin de carthage"": 0.25, ""chez lamine"": 0.25, ""la terrasse"": 0.25, ""la marine"": 0.25}"
"le jardin de sidi bou said","3","0.0077","3.0","1.4142","0.0","0.6667","3","0.0032","unstable","1097.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 0.6667, ""la maison des saveurs"": 0.3333, ""chez mokhtar"": 0.3333, ""café de la poste"": 0.3333, ""dar el jeld"": 0.3333, ""el mouradi"": 0.3333}"
"le café de paris","3","0.0077","4.0","1.4142","0.0","0.6667","2","0.0032","unstable","209.7","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""el menzah"": 0.3333, ""la maison arabe"": 0.3333, ""dar el jeld"": 1.0, ""le grand vefour"": 0.6667, ""le jardin des sens"": 0.3333, ""le bistrot de la mer"": 0.3333, ""le clos des sables"": 0.3333, ""al fassia"": 0.3333, ""la terrasse"": 0.3333, ""la villa didon"": 0.3333}"
"le jardin de la kasbah","4","0.0102","4.5","2.2913","0.0","0.5","3","0.0031","unstable","717.8","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la terrasse"": 0.25, ""dar el jeld"": 0.25, ""la kasbah"": 0.5, ""dar sousse"": 0.25, ""le soleil d’or"": 0.5, ""café de france"": 0.25, ""la maison bleue"": 0.25, ""le café de france"": 0.25, ""le relais de la medina"": 0.25, ""la ghriba"": 0.25}"
"café de l'europe","3","0.0077","2.5","1.5","0.3333","0.3333","2","0.0031","unstable","820.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le rendez-vous"": 0.3333, ""le bistrot de la mer"": 0.3333, ""la maison de la mer"": 0.6667, ""restaurant el mouradi"": 0.3333, ""le jardin de sousse"": 0.6667, ""la terrasse"": 0.3333}"
"le patio","4","0.0102","4.75","2.3848","0.0","0.5","3","0.003","unstable","98.2","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le comptoir"": 0.5, ""café de la medina"": 0.25, ""café des nattes"": 0.25, ""la medina"": 0.25, ""la kasbah"": 0.5, ""dar el jeld"": 0.5, ""la terrasse"": 0.75, ""la casa"": 0.25, ""le restaurant du port"": 0.25, ""le restaurant de la medina"": 0.25, ""la mamma"": 0.25}"
"le bardo","3","0.0077","4.3333","1.6997","0.0","0.3333","2","0.0029","unstable","51.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el ali"": 0.3333, ""la maison de la medina"": 0.3333, ""dar el jeld"": 0.6667, ""le café de la kasbah"": 0.3333, ""dar slah"": 0.3333, ""le grand vefour"": 0.3333, ""la kasbah"": 0.3333, ""le zitouna"": 0.3333, ""le café des nattes"": 0.3333, ""la maison blanche"": 0.3333}"
"le ksar","3","0.0077","3.6667","1.6997","0.0","0.6667","2","0.0029","unstable","181.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le bled"": 0.3333, ""chez hedi"": 0.3333, ""le jardin"": 0.3333, ""dar el jeld"": 0.3333, ""la kasbah"": 0.3333, ""la maison de la mer"": 0.3333, ""la grotte"": 0.3333, ""le restaurant de la plage"": 0.3333}"
"la table de sousse","3","0.0077","5.6667","1.6997","0.0","0.0","2","0.0029","unstable","140.3","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 0.6667, ""dar el khemis"": 0.3333, ""le dinar"": 0.3333, ""café des nattes"": 0.3333, ""le bistrot du port"": 0.3333, ""le jardin de carthage"": 0.3333, ""la perle"": 0.3333, ""café des sports"": 0.3333, ""le trianon"": 0.3333, ""dar el jeld"": 0.3333, ""le ciel"": 0.3333, ""le phare"": 0.3333}"
"l'atelier","3","0.0077","3.0","1.633","0.3333","0.6667","3","0.0029","unstable","93.3","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la terrasse"": 0.3333, ""dar el jeld"": 0.6667, ""la kasbah"": 0.6667, ""le petit prince"": 0.3333, ""le comptoir"": 0.3333, ""le pacha"": 0.3333}"
"café de la poste","4","0.0102","6.25","2.586","0.0","0.25","3","0.0028","unstable","741.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le jardin de sidi bou said"": 0.25, ""dar el jeld"": 0.25, ""el mouradi"": 0.25, ""chez mokhtar"": 0.25, ""la fontaine"": 0.25, ""dar sousse"": 0.25, ""el mouradi sousse"": 0.25, ""le jardin"": 0.25, ""café des nattes"": 0.25, ""le jardin des oliviers"": 0.25, ""la maison des saveurs"": 0.25, ""dar jilani"": 0.25}"
"la maison de la médina","4","0.0102","5.5","2.6926","0.0","0.25","4","0.0028","unstable","77.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le bistrot"": 0.25, ""la grotte"": 0.25, ""la kasbah"": 0.25, ""le relais"": 0.25, ""dar el jeld"": 0.5, ""la maison blanche"": 0.25, ""la terrasse"": 0.5, ""le pirate"": 0.25, ""dar belhadj"": 0.25, ""le restaurant el ali"": 0.25, ""le grand vefour"": 0.25, ""le café des nattes"": 0.5, ""le café de la médina"": 0.25, ""dar el jaziri"": 0.25, ""le petit château"": 0.25, ""le sultan"": 0.25}"
"le jardin de la mer","4","0.0102","3.5","2.6926","0.25","0.75","3","0.0028","unstable","330.2","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la rotonde"": 0.25, ""la terrasse"": 0.25, ""le corail"": 0.25, ""la perle"": 0.5, ""la gourmandine"": 0.25, ""la maison du pain"": 0.25, ""le jardin"": 0.25, ""le ciel"": 0.25, ""la plage"": 0.25}"
"le phare","3","0.0077","4.6667","1.8856","0.0","0.3333","3","0.0027","unstable","450.7","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.6667, ""la perle"": 0.3333, ""café des sports"": 0.3333, ""le trianon"": 0.3333, ""la table de sousse"": 0.3333, ""le ciel"": 0.3333, ""la baie"": 0.3333}"
"le grand café","3","0.0077","2.3333","1.8856","0.6667","0.6667","3","0.0027","unstable","46.7","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison de la medina"": 0.3333, ""le café de la place"": 0.3333, ""le café des nattes"": 0.3333, ""le bistrot"": 0.6667, ""la casa"": 0.3333, ""le restaurant de la plage"": 0.3333, ""el khayam"": 0.3333, ""le restaurant de la medina"": 0.3333, ""la maison arabe"": 0.3333, ""le café des nuits"": 0.3333, ""la terrasse"": 0.3333}"
"le golfe","3","0.0077","2.3333","1.8856","0.6667","0.6667","3","0.0027","unstable","56.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le bistrot de la marsa"": 0.3333, ""la maison arabe"": 0.3333, ""la villa bleue"": 0.6667, ""le petit château"": 0.6667, ""le café de la plage"": 0.3333, ""la table de la méditerranée"": 0.3333, ""café des nattes"": 0.3333, ""dar el fell"": 0.3333, ""dar zarrouk"": 0.3333, ""le pirate"": 0.3333, ""la casa"": 0.3333, ""la grotte"": 0.3333, ""le corsaire"": 0.3333, ""dar el jeld"": 0.3333, ""el farouk"": 0.3333, ""la maison blanche"": 0.3333, ""le petit châtelet"": 0.3333}"
"dar el jedid","2","0.0051","2.0","1.0","0.5","1.0","2","0.0026","unstable","75.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la kasbah"": 0.5, ""chez ali"": 0.5}"
"la belle epoque","1","0.0026","","0.0","0.0","0.0","1","0.0026","unstable","0.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le petit chateau"": 1.0, ""el mansour"": 1.0, ""la medina"": 1.0, ""la kasbah"": 1.0, ""la maison arabe"": 1.0, ""le corsaire"": 1.0}"
